date,city,temperature,humidity,wind_speed
2023-07-02,Nagpur,24.62,81.38,9.22
2023-07-02,Indore,26.57,82.78,13.89
2023-07-02,Bhopal,21.86,59.23,18.43
2023-07-02,Patna,20.24,38.14,13.38
2023-07-02,Ludhiana,24.69,63.88,12.01
2023-07-02,Agra,21.6,68.48,14.98
2023-07-02,Nashik,20.76,42.05,7.07
2023-07-02,Vadodara,22.06,66.78,23.1
2023-07-02,Faridabad,25.56,88.99,13.73
2023-07-02,Meerut,24.27,37.74,19.27
2023-07-02,Rajkot,24.07,77.82,20.52
2023-07-02,Kalyan,25.34,72.85,19.04
2023-07-02,Vasai,23.47,85.82,20.42
2023-07-02,Varanasi,24.56,70.48,13.89
2023-07-02,Srinagar,21.66,52.48,17.9
2023-07-02,Amritsar,21.97,61.84,11.88
2023-07-02,Ranchi,23.68,52.13,5.62
2023-07-02,Jodhpur,22.77,56.77,8.22
2023-07-02,Guwahati,22.17,44.36,13.01
2023-07-02,Chandigarh,27.18,83.17,19.37
2023-07-02,Mysore,27.75,88.93,14.8
2023-07-03,Delhi,23.08,69.83,21.34
2023-07-03,Mumbai,27.02,61.9,10.98
2023-07-03,Kolkata,26.48,46.34,6.23
2023-07-03,Chennai,19.69,65.75,19.11
2023-07-03,Bangalore,24.95,78.47,12.65
2023-07-03,Hyderabad,26.12,70.79,14.31
2023-07-03,Ahmedabad,18.72,52.81,18.23
2023-07-03,Pune,22.87,74.1,24.38
2023-07-03,Jaipur,28.31,76.89,12.11
2023-07-03,Lucknow,25.82,70.15,20.85
2023-07-03,Kanpur,23.43,64.92,17.03
2023-07-03,Nagpur,21.3,45.91,22.3
2023-07-03,Indore,19.76,33.61,13.16
2023-07-03,Bhopal,26.24,58.51,9.41
2023-07-03,Patna,23.81,67.94,17.93
2023-07-03,Ludhiana,26.94,53.17,8.19
2023-07-03,Agra,20.54,50.17,7.81
2023-07-03,Nashik,22.74,67.95,19.43
2023-07-03,Vadodara,19.68,30.97,15.11
2023-07-03,Faridabad,25.82,57.41,9.75
2023-07-03,Meerut,23.94,86.82,10.64
2023-07-03,Rajkot,18.15,31.98,20.81
2023-07-03,Kalyan,24.41,61.51,18.65
2023-07-03,Vasai,21.9,53.13,8.51
2023-07-03,Varanasi,30.07,88.23,7.73
2023-07-03,Srinagar,18.88,41.22,22.15
2023-07-03,Amritsar,20.36,46.59,18.2
2023-07-03,Ranchi,24.84,36.71,9.43
2023-07-03,Jodhpur,19.3,31.23,19.07
2023-07-03,Guwahati,25.29,66.61,12.29
2023-07-03,Chandigarh,21.69,76.79,17.99
2023-07-03,Mysore,22.35,66.65,11.34
2023-07-04,Delhi,17.89,40.67,16.52
2023-07-04,Mumbai,23.46,60.2,10.97
2023-07-04,Kolkata,18.8,72.56,24.56
2023-07-04,Chennai,23.7,84.55,11.63
2023-07-04,Bangalore,21.91,54.91,18.29
2023-07-04,Hyderabad,25.73,71.12,13.85
2023-07-04,Ahmedabad,17.45,40.69,23.02
2023-07-04,Pune,23.71,88.74,20.07
2023-07-04,Jaipur,25.2,64.83,9.26
2023-07-04,Lucknow,22.18,61.81,12.3
2023-07-04,Kanpur,21.27,68.6,21.59
2023-07-04,Nagpur,26.82,73.94,19.46
2023-07-04,Indore,22.25,70.43,20.42
2023-07-04,Bhopal,25.47,79.77,7.23
2023-07-04,Patna,20.06,30.2,22.21
2023-07-04,Ludhiana,26.03,81.73,6.29
2023-07-04,Agra,23.29,58.66,7.26
2023-07-04,Nashik,26.4,85.63,19.58
2023-07-04,Vadodara,21.29,48.75,15.08
2023-07-04,Faridabad,22.4,52.8,9.45
2023-07-04,Meerut,26.11,51.47,5.53
2023-07-04,Rajkot,21.04,72.07,21.08
2023-07-04,Kalyan,26.98,65.47,10.77
2023-07-04,Vasai,19.13,55.02,21.45
2023-07-04,Varanasi,23.63,50.02,16.01
2023-07-04,Srinagar,20.19,36.41,22.93
2023-07-04,Amritsar,20.18,53.51,17.81
2023-07-04,Ranchi,24.87,78.14,11.3
2023-07-04,Jodhpur,21.47,36.54,5.47
2023-07-04,Guwahati,16.71,35.82,23.76
2023-07-04,Chandigarh,29.58,89.6,7.2
2023-07-04,Mysore,25.23,63.65,15.78
2023-07-05,Delhi,22.35,42.19,11.91
2023-07-05,Mumbai,20.38,71.72,6.64
2023-07-05,Kolkata,21.79,75.25,22.96
2023-07-05,Chennai,16.1,43.84,22.42
2023-07-05,Bangalore,21.65,89.1,20.16
2023-07-05,Hyderabad,24.45,53.58,11.0
2023-07-05,Ahmedabad,24.82,76.54,23.4
2023-07-05,Pune,23.33,50.95,11.04
2023-07-05,Jaipur,26.99,72.49,9.57
2023-07-05,Lucknow,25.36,88.14,22.24
2023-07-05,Kanpur,23.17,83.81,23.38
2023-07-05,Nagpur,22.2,54.15,16.62
2023-07-05,Indore,19.43,35.44,23.51
2023-07-05,Bhopal,20.6,32.09,14.32
2023-07-05,Patna,25.65,55.52,18.98
2023-07-05,Ludhiana,19.91,33.3,21.25
2023-07-05,Agra,25.53,85.07,10.29
2023-07-05,Nashik,25.42,76.37,10.99
2023-07-05,Vadodara,25.64,53.98,8.56
2023-07-05,Faridabad,25.46,72.51,10.36
2023-07-05,Meerut,19.1,42.16,22.61
2023-07-05,Rajkot,18.7,68.6,20.82
2023-07-05,Kalyan,22.29,57.29,17.4
2023-07-05,Vasai,20.93,64.25,20.33
2023-07-05,Varanasi,21.46,62.98,17.66
2023-07-05,Srinagar,20.96,65.25,14.39
2023-07-05,Amritsar,25.66,80.9,23.48
2023-07-05,Ranchi,22.51,78.15,24.14
2023-07-05,Jodhpur,24.46,84.4,14.32
2023-07-05,Guwahati,23.89,66.95,14.93
2023-07-05,Chandigarh,23.83,80.18,18.55
2023-07-05,Mysore,18.91,34.64,21.47
2023-07-06,Delhi,23.41,44.99,18.92
2023-07-06,Mumbai,29.26,67.31,5.65
2023-07-06,Kolkata,25.05,70.51,9.0
2023-07-06,Chennai,19.43,40.59,9.35
2023-07-06,Bangalore,25.15,87.7,23.92
2023-07-06,Hyderabad,20.9,48.76,6.64
2023-07-06,Ahmedabad,21.43,76.64,20.56
2023-07-06,Pune,25.74,84.12,17.14
2023-07-06,Jaipur,20.35,36.67,18.32
2023-07-06,Lucknow,21.43,57.81,23.99
2023-07-06,Kanpur,26.53,74.83,18.25
2023-07-06,Nagpur,20.17,48.11,17.73
2023-07-06,Indore,22.84,53.22,17.47
2023-07-06,Bhopal,25.17,63.14,19.82
2023-07-06,Patna,18.89,33.14,20.2
2023-07-06,Ludhiana,29.95,84.41,14.98
2023-07-06,Agra,27.89,81.69,17.52
2023-07-06,Nashik,26.5,63.59,5.13
2023-07-06,Vadodara,22.78,55.6,12.93
2023-07-06,Faridabad,25.57,86.57,7.06
2023-07-06,Meerut,24.24,47.3,22.71
2023-07-06,Rajkot,26.11,79.57,14.06
2023-07-06,Kalyan,26.74,69.79,7.88
2023-07-06,Vasai,19.72,44.22,19.91
2023-07-06,Varanasi,23.63,60.77,6.18
2023-07-06,Srinagar,16.31,41.12,24.45
2023-07-06,Amritsar,24.08,63.91,17.21
2023-07-06,Ranchi,20.13,55.42,8.35
2023-07-06,Jodhpur,20.79,79.98,18.55
2023-07-06,Guwahati,23.33,48.31,15.51
2023-07-06,Chandigarh,25.93,64.42,5.86
2023-07-06,Mysore,23.59,70.69,12.25
2023-07-07,Delhi,21.29,61.92,17.25
2023-07-07,Mumbai,27.95,87.99,7.34
2023-07-07,Kolkata,24.73,44.13,8.92
2023-07-07,Chennai,22.68,66.84,15.27
2023-07-07,Bangalore,23.03,43.75,5.42
2023-07-07,Hyderabad,23.55,67.37,14.75
2023-07-07,Ahmedabad,27.51,81.04,13.17
2023-07-07,Pune,25.44,82.84,15.46
2023-07-07,Jaipur,18.07,45.52,11.55
2023-07-07,Lucknow,23.33,46.63,7.08
2023-07-07,Kanpur,24.89,76.92,23.42
2023-07-07,Nagpur,16.07,54.84,20.0
2023-07-07,Indore,26.44,76.65,10.9
2023-07-07,Bhopal,15.95,35.23,21.53
2023-07-07,Patna,27.75,86.13,7.79
2023-07-07,Ludhiana,24.45,54.2,13.13
2023-07-07,Agra,20.13,48.67,22.46
2023-07-07,Nashik,23.31,43.97,15.59
2023-07-07,Vadodara,22.46,32.29,10.85
2023-07-07,Faridabad,26.01,86.48,14.0
2023-07-07,Meerut,21.65,55.11,22.22
2023-07-07,Rajkot,21.17,48.08,24.24
2023-07-07,Kalyan,25.88,51.23,13.05
2023-07-07,Vasai,23.32,84.41,23.24
2023-07-07,Varanasi,20.36,34.97,15.92
2023-07-07,Srinagar,17.88,43.29,23.32
2023-07-07,Amritsar,26.3,58.27,8.59
2023-07-07,Ranchi,24.99,75.78,10.38
2023-07-07,Jodhpur,25.78,67.19,20.53
2023-07-07,Guwahati,21.65,34.89,17.42
2023-07-07,Chandigarh,26.44,73.03,7.54
2023-07-07,Mysore,21.75,46.85,17.13
2023-07-08,Delhi,16.84,33.97,20.11
2023-07-08,Mumbai,23.97,86.65,15.2
2023-07-08,Kolkata,25.84,73.9,7.83
2023-07-08,Chennai,24.21,37.44,5.67
2023-07-08,Bangalore,24.75,55.07,9.13
2023-07-08,Hyderabad,19.17,52.01,22.31
2023-07-08,Ahmedabad,22.7,50.47,7.03
2023-07-08,Pune,21.33,66.28,20.12
2023-07-08,Jaipur,26.32,79.02,18.53
2023-07-08,Lucknow,22.46,64.67,21.78
2023-07-08,Kanpur,25.13,48.91,5.82
2023-07-08,Nagpur,25.5,55.44,6.13
2023-07-08,Indore,18.51,58.66,24.27
2023-07-08,Bhopal,21.69,47.46,7.59
2023-07-08,Patna,23.87,52.2,17.93
2023-07-08,Ludhiana,21.35,63.32,19.24
2023-07-08,Agra,30.0,82.04,9.75
2023-07-08,Nashik,25.64,87.71,8.42
2023-07-08,Vadodara,18.01,66.65,19.17
2023-07-08,Faridabad,21.79,46.16,8.49
2023-07-08,Meerut,21.43,70.24,24.9
2023-07-08,Rajkot,24.66,87.13,13.32
2023-07-08,Kalyan,25.05,69.54,12.31
2023-07-08,Vasai,24.9,89.47,21.32
2023-07-08,Varanasi,23.63,69.9,16.71
2023-07-08,Srinagar,21.23,55.94,10.88
2023-07-08,Amritsar,17.98,62.52,23.07
2023-07-08,Ranchi,21.11,43.19,22.36
2023-07-08,Jodhpur,21.34,51.19,6.97
2023-07-08,Guwahati,22.09,80.3,20.96
2023-07-08,Chandigarh,20.15,58.46,18.39
2023-07-08,Mysore,23.25,68.41,7.91
2023-07-09,Delhi,19.07,40.51,11.75
2023-07-09,Mumbai,22.44,50.79,11.65
2023-07-09,Kolkata,24.85,57.55,20.11
2023-07-09,Chennai,22.53,80.9,13.42
2023-07-09,Bangalore,21.49,38.38,23.68
2023-07-09,Hyderabad,23.4,82.87,13.64
2023-07-09,Ahmedabad,19.88,35.1,22.11
2023-07-09,Pune,21.53,44.06,6.4
2023-07-09,Jaipur,24.18,86.71,9.51
2023-07-09,Lucknow,28.03,56.03,6.61
2023-07-09,Kanpur,24.68,40.57,5.46
2023-07-09,Nagpur,23.78,80.71,22.17
2023-07-09,Indore,27.62,76.28,12.47
2023-07-09,Bhopal,26.4,73.14,13.51
2023-07-09,Patna,20.03,56.49,11.71
2023-07-09,Ludhiana,22.38,63.21,14.74
2023-07-09,Agra,15.58,33.13,19.95
2023-07-09,Nashik,16.41,40.1,22.92
2023-07-09,Vadodara,19.52,38.23,14.26
2023-07-09,Faridabad,24.71,55.5,21.95
2023-07-09,Meerut,18.94,55.33,24.64
2023-07-09,Rajkot,21.48,77.19,23.62
2023-07-09,Kalyan,20.03,55.87,21.12
2023-07-09,Vasai,24.47,73.07,5.29
2023-07-09,Varanasi,24.83,78.86,16.37
2023-07-09,Srinagar,23.58,63.3,18.94
2023-07-09,Amritsar,20.26,32.14,7.8
2023-07-09,Ranchi,24.89,68.57,5.39
2023-07-09,Jodhpur,24.15,78.15,10.74
2023-07-09,Guwahati,16.94,37.51,24.61
2023-07-09,Chandigarh,20.44,34.81,14.88
2023-07-09,Mysore,23.05,71.05,23.11
2023-07-10,Delhi,24.27,80.08,15.31
2023-07-10,Mumbai,19.75,83.45,24.55
2023-07-10,Kolkata,25.69,87.82,22.01
2023-07-10,Chennai,20.49,34.64,12.3
2023-07-10,Bangalore,22.32,48.16,24.47
2023-07-10,Hyderabad,24.5,88.03,20.62
2023-07-10,Ahmedabad,25.2,82.78,8.4
2023-07-10,Pune,21.78,30.05,10.61
2023-07-10,Jaipur,24.94,74.3,10.19
2023-07-10,Lucknow,27.17,82.52,12.17
2023-07-10,Kanpur,22.94,38.56,11.49
2023-07-10,Nagpur,24.62,69.2,20.85
2023-07-10,Indore,25.86,68.24,7.7
2023-07-10,Bhopal,22.44,67.3,21.16
2023-07-10,Patna,21.42,41.57,24.64
2023-07-10,Ludhiana,24.63,83.75,22.66
2023-07-10,Agra,25.01,83.9,14.4
2023-07-10,Nashik,25.51,77.76,15.19
2023-07-10,Vadodara,21.47,69.08,23.36
2023-07-10,Faridabad,22.96,49.34,6.04
2023-07-10,Meerut,26.43,83.02,12.06
2023-07-10,Rajkot,24.44,57.75,14.02
2023-07-10,Kalyan,23.0,66.41,13.76
2023-07-10,Vasai,23.18,72.5,14.96
2023-07-10,Varanasi,26.87,83.15,23.28
2023-07-10,Srinagar,22.54,34.4,8.76
2023-07-10,Amritsar,23.12,43.03,18.29
2023-07-10,Ranchi,21.46,62.49,23.75
2023-07-10,Jodhpur,21.61,49.99,19.35
2023-07-10,Guwahati,26.26,77.29,16.73
2023-07-10,Chandigarh,19.82,65.0,13.71
2023-07-10,Mysore,24.24,83.9,20.6
2023-07-11,Delhi,21.57,36.4,6.97
2023-07-11,Mumbai,19.11,60.66,15.45
2023-07-11,Kolkata,21.53,34.68,11.26
2023-07-11,Chennai,25.92,86.88,17.3
2023-07-11,Bangalore,25.04,43.61,14.98
2023-07-11,Hyderabad,23.89,78.9,14.9
2023-07-11,Ahmedabad,26.4,85.44,11.51
2023-07-11,Pune,14.85,61.1,23.0
2023-07-11,Jaipur,20.23,46.9,17.86
2023-07-11,Lucknow,19.22,64.23,19.72
2023-07-11,Kanpur,20.68,60.5,23.35
2023-07-11,Nagpur,23.16,33.96,20.96
2023-07-11,Indore,26.3,76.64,8.47
2023-07-11,Bhopal,21.27,39.79,23.8
2023-07-11,Patna,26.35,77.88,14.95
2023-07-11,Ludhiana,28.29,84.41,8.05
2023-07-11,Agra,24.81,86.18,24.03
2023-07-11,Nashik,23.81,63.65,24.39
2023-07-11,Vadodara,27.36,80.96,8.14
2023-07-11,Faridabad,21.31,52.66,16.33
2023-07-11,Meerut,21.69,32.29,8.15
2023-07-11,Rajkot,21.32,65.7,19.53
2023-07-11,Kalyan,25.82,67.94,5.31
2023-07-11,Vasai,24.81,86.62,14.68
2023-07-11,Varanasi,24.52,57.25,13.55
2023-07-11,Srinagar,24.07,56.24,5.11
2023-07-11,Amritsar,19.3,50.79,7.57
2023-07-11,Ranchi,21.73,62.78,16.41
2023-07-11,Jodhpur,21.25,56.75,15.96
2023-07-11,Guwahati,18.29,30.06,20.99
2023-07-11,Chandigarh,18.03,47.48,15.35
2023-07-11,Mysore,23.09,55.04,23.45
2023-07-12,Delhi,27.08,78.89,5.79
2023-07-12,Mumbai,24.98,66.73,11.84
2023-07-12,Kolkata,24.81,83.91,21.42
2023-07-12,Chennai,19.3,60.56,18.67
2023-07-12,Bangalore,24.66,83.32,17.38
2023-07-12,Hyderabad,22.76,68.17,15.59
2023-07-12,Ahmedabad,26.29,63.3,6.39
2023-07-12,Pune,23.8,73.3,23.64
2023-07-12,Jaipur,23.52,50.76,23.25
2023-07-12,Lucknow,22.43,76.63,24.14
2023-07-12,Kanpur,20.11,30.87,8.05
2023-07-12,Nagpur,24.05,62.26,19.52
2023-07-12,Indore,21.78,68.84,5.79
2023-07-12,Bhopal,25.01,74.37,10.32
2023-07-12,Patna,23.28,70.77,18.07
2023-07-12,Ludhiana,25.61,85.24,20.73
2023-07-12,Agra,21.1,73.43,24.33
2023-07-12,Nashik,20.6,40.51,23.96
2023-07-12,Vadodara,26.6,48.16,5.34
2023-07-12,Faridabad,22.15,46.9,19.8
2023-07-12,Meerut,21.5,84.78,23.48
2023-07-12,Rajkot,25.77,73.48,18.66
2023-07-12,Kalyan,22.01,46.18,18.13
2023-07-12,Vasai,23.83,69.9,8.46
2023-07-12,Varanasi,21.89,73.27,17.77
2023-07-12,Srinagar,22.47,36.72,6.78
2023-07-12,Amritsar,22.11,47.07,5.26
2023-07-12,Ranchi,20.39,55.83,19.23
2023-07-12,Jodhpur,22.85,80.72,19.63
2023-07-12,Guwahati,15.76,38.41,23.23
2023-07-12,Chandigarh,24.75,83.4,20.8
2023-07-12,Mysore,23.71,41.72,14.88
2023-07-13,Delhi,20.09,69.0,17.31
2023-07-13,Mumbai,22.24,49.86,14.12
2023-07-13,Kolkata,27.82,65.92,18.38
2023-07-13,Chennai,25.79,73.82,14.86
2023-07-13,Bangalore,23.12,30.73,8.14
2023-07-13,Hyderabad,20.01,47.61,14.24
2023-07-13,Ahmedabad,23.63,83.68,16.38
2023-07-13,Pune,24.71,66.36,6.88
2023-07-13,Jaipur,18.97,34.04,19.96
2023-07-13,Lucknow,19.58,52.07,20.99
2023-07-13,Kanpur,19.41,58.13,17.9
2023-07-13,Nagpur,23.01,62.81,7.99
2023-07-13,Indore,19.67,44.07,17.9
2023-07-13,Bhopal,23.33,88.79,7.02
2023-07-13,Patna,21.66,68.77,8.43
2023-07-13,Ludhiana,25.32,52.56,7.21
2023-07-13,Agra,16.86,45.82,19.16
2023-07-13,Nashik,21.82,68.89,17.07
2023-07-13,Vadodara,19.98,58.83,20.07
2023-07-13,Faridabad,21.0,55.08,24.74
2023-07-13,Meerut,21.83,52.3,8.99
2023-07-13,Rajkot,29.9,88.29,7.26
2023-07-13,Kalyan,20.0,64.26,20.57
2023-07-13,Vasai,25.87,74.2,9.59
2023-07-13,Varanasi,21.05,34.39,22.3
2023-07-13,Srinagar,20.03,45.0,10.14
2023-07-13,Amritsar,24.72,62.54,7.93
2023-07-13,Ranchi,21.47,47.68,9.47
2023-07-13,Jodhpur,28.68,80.87,6.98
2023-07-13,Guwahati,18.78,39.23,18.07
2023-07-13,Chandigarh,26.85,42.91,13.71
2023-07-13,Mysore,27.69,85.47,12.24
2023-07-14,Delhi,21.72,55.35,21.41
2023-07-14,Mumbai,23.66,84.33,19.17
2023-07-14,Kolkata,22.59,41.27,11.63
2023-07-14,Chennai,23.72,61.46,10.67
2023-07-14,Bangalore,19.34,59.48,24.13
2023-07-14,Hyderabad,21.05,35.23,14.47
2023-07-14,Ahmedabad,21.88,51.93,15.75
2023-07-14,Pune,21.06,36.03,14.39
2023-07-14,Jaipur,22.59,57.96,18.7
2023-07-14,Lucknow,25.7,83.31,8.89
2023-07-14,Kanpur,24.72,46.46,9.09
2023-07-14,Nagpur,20.73,54.98,22.31
2023-07-14,Indore,18.33,44.82,13.26
2023-07-14,Bhopal,27.04,70.0,14.87
2023-07-14,Patna,23.27,55.33,10.31
2023-07-14,Ludhiana,20.12,32.36,10.07
2023-07-14,Agra,18.48,35.83,23.36
2023-07-14,Nashik,22.52,35.28,8.57
2023-07-14,Vadodara,24.27,87.3,19.17
2023-07-14,Faridabad,24.26,72.19,10.94
2023-07-14,Meerut,21.48,34.21,9.32
2023-07-14,Rajkot,27.1,83.58,19.04
2023-07-14,Kalyan,18.17,36.42,23.37
2023-07-14,Vasai,22.55,80.94,13.25
2023-07-14,Varanasi,23.21,69.13,20.32
2023-07-14,Srinagar,23.91,30.41,7.86
2023-07-14,Amritsar,26.56,75.44,8.73
2023-07-14,Ranchi,22.92,61.68,12.75
2023-07-14,Jodhpur,17.3,33.2,11.85
2023-07-14,Guwahati,19.93,49.55,19.91
2023-07-14,Chandigarh,24.39,76.91,13.58
2023-07-14,Mysore,23.03,55.64,23.25
2023-07-15,Delhi,22.06,61.4,12.11
2023-07-15,Mumbai,23.64,77.06,14.7
2023-07-15,Kolkata,17.8,42.82,23.62
2023-07-15,Chennai,25.62,77.68,14.19
2023-07-15,Bangalore,25.29,72.77,17.81
2023-07-15,Hyderabad,22.77,76.21,24.17
2023-07-15,Ahmedabad,17.15,46.65,23.26
2023-07-15,Pune,25.06,73.92,8.05
2023-07-15,Jaipur,23.03,43.85,14.56
2023-07-15,Lucknow,19.2,32.83,16.56
2023-07-15,Kanpur,18.19,40.71,22.44
2023-07-15,Nagpur,23.61,67.56,7.48
2023-07-15,Indore,23.71,50.33,23.15
2023-07-15,Bhopal,20.57,64.72,15.33
2023-07-15,Patna,22.37,58.31,20.21
2023-07-15,Ludhiana,21.37,70.74,10.29
2023-07-15,Agra,26.16,43.59,12.45
2023-07-15,Nashik,26.8,82.11,21.48
2023-07-15,Vadodara,27.85,89.06,11.75
2023-07-15,Faridabad,26.35,81.32,11.65
2023-07-15,Meerut,22.8,60.47,19.14
2023-07-15,Rajkot,20.56,52.57,18.16
2023-07-15,Kalyan,18.01,55.2,14.43
2023-07-15,Vasai,23.57,35.81,18.1
2023-07-15,Varanasi,26.22,87.6,6.59
2023-07-15,Srinagar,24.37,67.91,15.21
2023-07-15,Amritsar,24.11,72.97,13.68
2023-07-15,Ranchi,16.92,33.52,19.52
2023-07-15,Jodhpur,25.43,41.24,13.13
2023-07-15,Guwahati,24.07,63.31,19.72
2023-07-15,Chandigarh,24.4,64.7,10.77
2023-07-15,Mysore,24.89,73.27,14.77
2023-07-16,Delhi,22.86,73.15,14.3
2023-07-16,Mumbai,20.45,38.89,5.75
2023-07-16,Kolkata,21.78,30.37,10.45
2023-07-16,Chennai,25.08,87.2,9.76
2023-07-16,Bangalore,17.84,42.03,23.95
2023-07-16,Hyderabad,24.31,45.72,12.1
2023-07-16,Ahmedabad,26.86,74.85,13.65
2023-07-16,Pune,23.08,87.59,15.94
2023-07-16,Jaipur,23.78,54.38,12.34
2023-07-16,Lucknow,23.44,52.08,17.15
2023-07-16,Kanpur,23.84,53.11,9.56
2023-07-16,Nagpur,19.74,37.28,12.08
2023-07-16,Indore,26.87,88.75,8.72
2023-07-16,Bhopal,21.33,49.4,20.37
2023-07-16,Patna,25.13,45.19,9.19
2023-07-16,Ludhiana,20.82,37.03,10.8
2023-07-16,Agra,23.29,68.71,15.37
2023-07-16,Nashik,25.03,73.08,13.5
2023-07-16,Vadodara,17.21,39.94,18.41
2023-07-16,Faridabad,23.53,60.97,5.9
2023-07-16,Meerut,15.31,30.83,23.68
2023-07-16,Rajkot,24.08,59.48,9.56
2023-07-16,Kalyan,23.78,64.31,12.3
2023-07-16,Vasai,17.37,35.22,19.44
2023-07-16,Varanasi,26.7,77.53,19.45
2023-07-16,Srinagar,19.82,54.14,22.76
2023-07-16,Amritsar,26.39,83.14,16.43
2023-07-16,Ranchi,23.33,37.95,7.65
2023-07-16,Jodhpur,25.75,69.59,10.82
2023-07-16,Guwahati,24.33,70.23,14.4
2023-07-16,Chandigarh,18.93,34.84,22.05
2023-07-16,Mysore,24.24,48.78,10.1
2023-07-17,Delhi,25.02,75.57,13.64
2023-07-17,Mumbai,24.99,84.44,17.14
2023-07-17,Kolkata,23.77,89.66,21.85
2023-07-17,Chennai,25.33,52.92,19.13
2023-07-17,Bangalore,24.36,39.19,10.7
2023-07-17,Hyderabad,18.06,66.51,20.36
2023-07-17,Ahmedabad,20.26,60.49,24.16
2023-07-17,Pune,24.07,56.59,14.55
2023-07-17,Jaipur,26.12,55.32,7.07
2023-07-17,Lucknow,26.93,86.95,15.23
2023-07-17,Kanpur,20.45,51.08,15.94
2023-07-17,Nagpur,23.34,65.35,23.08
2023-07-17,Indore,26.2,56.57,15.98
2023-07-17,Bhopal,20.85,33.46,8.27
2023-07-17,Patna,24.68,84.81,24.28
2023-07-17,Ludhiana,19.74,62.86,24.9
2023-07-17,Agra,25.7,88.99,10.94
2023-07-17,Nashik,25.91,59.18,6.95
2023-07-17,Vadodara,26.28,64.49,7.48
2023-07-17,Faridabad,21.34,66.26,23.48
2023-07-17,Meerut,21.0,49.68,23.59
2023-07-17,Rajkot,21.87,30.28,11.45
2023-07-17,Kalyan,24.31,71.46,23.75
2023-07-17,Vasai,26.77,89.22,6.67
2023-07-17,Varanasi,21.68,37.92,13.25
2023-07-17,Srinagar,24.03,61.1,18.46
2023-07-17,Amritsar,29.21,88.39,6.51
2023-07-17,Ranchi,20.37,33.74,13.11
2023-07-17,Jodhpur,21.81,82.31,23.69
2023-07-17,Guwahati,20.73,30.19,13.24
2023-07-17,Chandigarh,23.37,57.11,16.26
2023-07-17,Mysore,19.62,49.33,5.26
2023-07-18,Delhi,28.28,72.0,9.72
2023-07-18,Mumbai,24.29,62.4,11.67
2023-07-18,Kolkata,22.3,51.47,11.51
2023-07-18,Chennai,18.03,65.82,23.47
2023-07-18,Bangalore,24.0,73.81,5.93
2023-07-18,Hyderabad,17.09,49.51,18.35
2023-07-18,Ahmedabad,23.28,71.04,15.85
2023-07-18,Pune,18.39,32.06,22.03
2023-07-18,Jaipur,25.7,88.84,23.82
2023-07-18,Lucknow,23.73,61.8,24.62
2023-07-18,Kanpur,20.44,48.57,14.94
2023-07-18,Nagpur,26.68,71.99,8.1
2023-07-18,Indore,21.7,53.38,9.92
2023-07-18,Bhopal,26.52,84.43,5.55
2023-07-18,Patna,19.38,39.9,21.83
2023-07-18,Ludhiana,19.75,37.8,8.23
2023-07-18,Agra,23.17,31.75,9.0
2023-07-18,Nashik,21.04,31.16,22.25
2023-07-18,Vadodara,27.7,85.65,18.53
2023-07-18,Faridabad,25.63,77.1,12.26
